Rk,G,Date,Age,Tm,,Opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
28,28,1/2/05,26-132,LAL,,DEN,W (+8),1,36:23:00,14,29,0.483,2,6,0.333,12,16,0.75,0,5,5,4,4,1,7,5,42,25.7,26
29,29,1/4/05,26-134,LAL,@,SAS,L (-17),1,34:38:00,5,16,0.313,0,5,0,7,8,0.875,0,5,5,2,1,0,3,2,17,7.5,-21
30,30,1/5/05,26-135,LAL,@,DAL,L (-14),1,47:10:00,12,30,0.4,4,11,0.364,4,6,0.667,3,0,3,3,1,0,5,3,32,14,-12
31,31,1/7/05,26-137,LAL,,HOU,W (+7),1,45:07:00,10,19,0.526,1,2,0.5,6,10,0.6,0,5,5,10,0,0,3,3,27,20.4,5
32,32,1/10/05,26-140,LAL,@,MIN,W (+9),1,40:28:00,9,19,0.474,6,11,0.545,7,7,1,1,0,1,4,0,1,5,0,31,20.5,-8
33,33,1/12/05,26-142,LAL,@,DEN,L (-12),1,40:12:00,5,14,0.357,2,8,0.25,4,6,0.667,1,4,5,7,3,2,1,2,16,16.8,-11
34,34,1/13/05,26-143,LAL,,CLE,W (+4),1,6:21,1,2,0.5,0,1,0,0,0,,0,0,0,3,0,0,1,0,2,2.1,0
35,35,2/13/05,26-174,LAL,@,CLE,L (-14),1,40:36:00,7,22,0.318,1,4,0.25,11,11,1,1,3,4,6,2,0,4,3,26,16,-15
36,36,2/15/05,26-176,LAL,,UTA,W (+7),1,42:50:00,12,19,0.632,1,3,0.333,15,19,0.789,1,4,5,8,3,0,5,4,40,33.8,21
37,37,2/22/05,26-183,LAL,,BOS,W (+9),1,40:35:00,6,13,0.462,0,3,0,9,12,0.75,1,5,6,3,1,1,3,4,21,14.5,4
38,38,2/23/05,26-184,LAL,@,POR,W (+3),1,42:51:00,8,17,0.471,2,6,0.333,13,13,1,0,3,3,6,0,0,5,2,31,21.6,1
39,39,2/25/05,26-186,LAL,,DET,L (-21),1,39:47:00,6,12,0.5,1,3,0.333,7,7,1,0,4,4,11,1,0,6,4,20,16.3,-22
40,40,2/27/05,26-188,LAL,@,TOR,L (-6),1,41:41:00,12,25,0.48,1,6,0.167,6,8,0.75,2,6,8,8,0,0,4,4,31,20.7,3
41,41,2/28/05,26-189,LAL,@,NYK,L (-2),1,46:22:00,7,17,0.412,2,5,0.4,14,17,0.824,2,3,5,8,1,2,7,4,30,21.4,-6
42,42,3/2/05,26-191,LAL,@,BOS,L (-3),1,40:25:00,9,24,0.375,1,6,0.167,7,8,0.875,0,1,1,3,0,1,1,5,26,12.5,-5
43,43,3/4/05,26-193,LAL,,DAL,W (+5),1,43:37:00,13,27,0.481,0,4,0,14,16,0.875,2,6,8,6,2,2,3,3,40,32.1,11
44,44,3/6/05,26-195,LAL,,IND,W (+9),1,39:15:00,12,24,0.5,0,2,0,13,13,1,2,8,10,2,2,0,5,3,37,26,3
45,45,3/8/05,26-197,LAL,,LAC,L (-9),1,42:45:00,12,21,0.571,1,3,0.333,16,16,1,2,3,5,3,0,1,3,3,41,32,-13
46,46,3/10/05,26-199,LAL,@,DAL,W (+5),1,43:48:00,14,22,0.636,0,0,,8,10,0.8,1,8,9,3,1,2,3,3,36,28.8,7
47,47,3/12/05,26-201,LAL,@,CHA,W (+1),1,44:10:00,12,24,0.5,4,6,0.667,4,5,0.8,2,2,4,9,0,0,2,2,32,25.1,10
48,48,3/14/05,26-203,LAL,@,WAS,L (-14),1,40:54:00,6,22,0.273,4,12,0.333,2,2,1,2,2,4,6,1,1,1,2,18,11.1,-16
49,49,3/15/05,26-204,LAL,@,PHI,L (-17),1,35:27:00,6,15,0.4,3,8,0.375,5,7,0.714,0,3,3,2,2,0,4,3,20,10.2,-29
50,50,3/17/05,26-206,LAL,@,MIA,L (-13),1,45:29:00,8,23,0.348,2,6,0.333,8,9,0.889,5,5,10,3,4,1,3,2,26,20.7,-6
51,51,3/18/05,26-207,LAL,@,IND,L (-6),1,28:30:00,5,14,0.357,1,4,0.25,1,2,0.5,1,1,2,4,1,0,0,4,12,7,-16
52,52,3/20/05,26-209,LAL,,SEA,L (-2),1,40:28:00,12,23,0.522,4,10,0.4,2,4,0.5,2,3,5,4,1,0,2,3,30,20.8,3
53,53,3/22/05,26-211,LAL,@,UTA,L (-8),1,44:01:00,16,26,0.615,9,15,0.6,2,6,0.333,1,2,3,4,2,0,3,2,43,31.9,-11
54,54,3/24/05,26-213,LAL,@,DEN,L (-21),1,38:41:00,5,13,0.385,0,4,0,8,8,1,2,2,4,4,1,2,6,1,18,11.7,-19
55,55,3/27/05,26-216,LAL,,PHI,L (-7),1,38:52:00,10,22,0.455,6,13,0.462,8,8,1,0,10,10,5,0,1,6,4,34,22.2,5
56,56,3/29/05,26-218,LAL,,NYK,W (+10),1,38:25:00,10,17,0.588,3,7,0.429,9,14,0.643,1,5,6,5,1,0,4,1,32,24.4,5
57,57,3/31/05,26-220,LAL,,MIN,L (-9),1,40:25:00,7,16,0.438,3,7,0.429,9,12,0.75,5,3,8,6,1,0,2,2,26,23.2,-7
58,58,4/2/05,26-222,LAL,@,SAS,L (-1),1,39:48:00,6,19,0.316,1,6,0.167,2,2,1,0,8,8,6,3,0,5,1,15,8.3,3
59,59,4/3/05,26-223,LAL,@,MEM,L (-20),1,14:10,4,8,0.5,0,3,0,1,1,1,1,2,3,0,0,0,1,1,9,4.9,-16
60,,4/5/05,26-225,LAL,@,PHO,L (-26),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
61,60,4/7/05,26-227,LAL,,HOU,L (-14),1,41:30:00,4,19,0.211,2,6,0.333,9,10,0.9,2,8,10,10,1,0,1,2,19,16.9,-13
62,61,4/8/05,26-228,LAL,@,SEA,W (+23),1,40:06:00,15,22,0.682,7,11,0.636,5,6,0.833,1,1,2,5,2,1,3,2,42,35.6,17
63,62,4/10/05,26-230,LAL,@,SAC,L (-19),1,35:36:00,8,17,0.471,1,4,0.25,1,2,0.5,1,3,4,6,3,1,2,2,18,15.6,-28
64,63,4/11/05,26-231,LAL,,PHO,L (-11),1,38:17:00,8,17,0.471,0,3,0,4,5,0.8,2,3,5,10,1,2,5,2,20,16.8,-30
65,,4/15/05,26-235,LAL,,SAC,L (-9),Not With Team,,,,,,,,,,,,,,,,,,,,,
66,64,4/17/05,26-237,LAL,,DAL,L (-2),1,34:23:00,9,15,0.6,5,9,0.556,10,11,0.909,4,3,7,9,2,0,8,2,33,28.9,-2
67,65,4/18/05,26-238,LAL,@,GSW,L (-27),1,37:19:00,9,27,0.333,0,4,0,4,6,0.667,3,3,6,5,1,0,6,2,22,6.6,-21
68,66,4/20/05,26-240,LAL,@,POR,L (-3),1,37:07:00,10,20,0.5,0,5,0,17,21,0.81,3,2,5,4,0,0,6,2,37,24.1,5
